50帧频道,#genre#
kaku少儿,http://111.225.94.238:33333/hls/61/index.m3u8
旅游卫视,http://121.24.98.5:8090/hls/52/index.m3u8
美国大片,http://61.52.157.201:808/hls/66/index.m3u8
魅力时尚,http://121.24.98.5:8090/hls/102/index.m3u8
内蒙古卫视,http://111.225.94.110:33333/hls/41/index.m3u8
内蒙古卫视,http://111.225.94.14:33333/hls/41/index.m3u8
内蒙古卫视,http://111.225.94.238:33333/hls/41/index.m3u8
内蒙古卫视,http://121.24.98.5:8090/hls/43/index.m3u8
内蒙古卫视,http://123.183.76.21:808/hls/50/index.m3u8
内蒙古卫视,http://171.13.119.47:808/hls/84/index.m3u8
内蒙古卫视,http://222.89.28.102:808/hls/84/index.m3u8
宁夏卫视,http://111.225.94.110:33333/hls/46/index.m3u8
宁夏卫视,http://111.225.94.14:33333/hls/46/index.m3u8
宁夏卫视,http://111.225.94.238:33333/hls/46/index.m3u8
宁夏卫视,http://123.183.76.21:808/hls/53/index.m3u8
宁夏卫视,http://171.13.119.47:808/hls/82/index.m3u8
宁夏卫视,http://222.89.28.102:808/hls/82/index.m3u8
平桥广电中心,http://171.13.119.47:808/hls/103/index.m3u8
平桥广电中心,http://222.89.28.102:808/hls/103/index.m3u8
青海卫视,http://111.225.94.110:33333/hls/45/index.m3u8
青海卫视,http://111.225.94.14:33333/hls/45/index.m3u8
青海卫视,http://111.225.94.238:33333/hls/45/index.m3u8
青海卫视,http://121.24.98.5:8090/hls/51/index.m3u8
青海卫视,http://123.183.76.21:808/hls/51/index.m3u8
青海卫视,http://171.13.119.47:808/hls/90/index.m3u8
青海卫视,http://222.89.28.102:808/hls/90/index.m3u8
三佳购物,http://121.24.98.5:8090/hls/69/index.m3u8
山东卫视,http://111.225.94.110:33333/hls/33/index.m3u8
山东卫视,http://111.225.94.14:33333/hls/33/index.m3u8
山东卫视,http://111.225.94.238:33333/hls/33/index.m3u8
山东卫视,http://121.24.98.5:8090/hls/39/index.m3u8
山东卫视,http://123.183.76.21:808/hls/34/index.m3u8
山东卫视,http://171.13.119.47:808/hls/67/index.m3u8
山东卫视,http://222.89.28.102:808/hls/67/index.m3u8
陕西卫视,http://111.225.94.110:33333/hls/39/index.m3u8
山西卫视,http://111.225.94.110:33333/hls/40/index.m3u8
陕西卫视,http://111.225.94.14:33333/hls/39/index.m3u8
山西卫视,http://111.225.94.14:33333/hls/40/index.m3u8
陕西卫视,http://111.225.94.238:33333/hls/39/index.m3u8
山西卫视,http://111.225.94.238:33333/hls/40/index.m3u8
山西卫视,http://121.24.98.5:8090/hls/35/index.m3u8
陕西卫视,http://121.24.98.5:8090/hls/86/index.m3u8
陕西卫视,http://123.183.76.21:808/hls/48/index.m3u8
山西卫视,http://123.183.76.21:808/hls/49/index.m3u8
陕西卫视,http://171.13.119.47:808/hls/70/index.m3u8
山西卫视,http://171.13.119.47:808/hls/86/index.m3u8
陕西卫视,http://222.89.28.102:808/hls/70/index.m3u8
山西卫视,http://222.89.28.102:808/hls/86/index.m3u8
山西卫视,http://61.52.157.201:808/hls/50/index.m3u8
陕西卫视,http://61.52.157.201:808/hls/51/index.m3u8
少儿动画,http://121.24.98.5:8090/hls/105/index.m3u8
深圳卫视,http://111.225.94.110:33333/hls/28/index.m3u8
深圳卫视,http://111.225.94.14:33333/hls/28/index.m3u8
深圳卫视,http://111.225.94.238:33333/hls/28/index.m3u8
深圳卫视,http://121.24.98.5:8090/hls/84/index.m3u8
深圳卫视,http://123.183.76.21:808/hls/40/index.m3u8
深圳卫视,http://171.13.119.47:808/hls/75/index.m3u8
深圳卫视,http://222.89.28.102:808/hls/75/index.m3u8
深圳卫视,http://61.52.157.201:808/hls/34/index.m3u8
浉河广电中心,http://171.13.119.47:808/hls/102/index.m3u8
浉河广电中心,http://222.89.28.102:808/hls/102/index.m3u8
收视指南,http://61.52.157.201:808/hls/62/index.m3u8
陶瓷,http://121.24.98.5:8090/hls/66/index.m3u8
天津卫视,http://111.225.94.110:33333/hls/32/index.m3u8
天津卫视,http://111.225.94.14:33333/hls/32/index.m3u8
天津卫视,http://111.225.94.238:33333/hls/32/index.m3u8
天津卫视,http://121.24.98.5:8090/hls/33/index.m3u8
天津卫视,http://123.183.76.21:808/hls/32/index.m3u8
天津卫视,http://171.13.119.47:808/hls/78/index.m3u8
天津卫视,http://222.89.28.102:808/hls/78/index.m3u8
文物宝库,http://121.24.98.5:8090/hls/47/index.m3u8
西藏卫视,http://111.225.94.110:33333/hls/47/index.m3u8
西藏卫视,http://111.225.94.14:33333/hls/47/index.m3u8
西藏卫视,http://111.225.94.238:33333/hls/47/index.m3u8
西藏卫视,http://123.183.76.21:808/hls/54/index.m3u8
相声小品,http://121.24.98.5:8090/hls/101/index.m3u8
相声小品,http://61.52.157.201:808/hls/17/index.m3u8
新疆卫视,http://111.225.94.110:33333/hls/56/index.m3u8
新疆卫视,http://111.225.94.14:33333/hls/56/index.m3u8
新疆卫视,http://111.225.94.238:33333/hls/56/index.m3u8
新疆卫视,http://121.24.98.5:8090/hls/61/index.m3u8
新疆卫视,http://123.183.76.21:808/hls/55/index.m3u8
新农村,http://61.52.157.201:808/hls/24/index.m3u8
野外,http://121.24.98.5:8090/hls/106/index.m3u8
移动戏曲,http://61.52.157.201:808/hls/80/index.m3u8
影视,http://61.52.157.201:808/hls/21/index.m3u8
云南卫视,http://111.225.94.110:33333/hls/37/index.m3u8
云南卫视,http://111.225.94.14:33333/hls/37/index.m3u8
云南卫视,http://111.225.94.238:33333/hls/37/index.m3u8
云南卫视,http://121.24.98.5:8090/hls/41/index.m3u8
云南卫视,http://123.183.76.21:808/hls/35/index.m3u8
云南卫视,http://171.13.119.47:808/hls/79/index.m3u8
云南卫视,http://222.89.28.102:808/hls/79/index.m3u8
浙江卫视,http://111.225.94.110:33333/hls/31/index.m3u8
浙江卫视,http://111.225.94.14:33333/hls/31/index.m3u8
浙江卫视,http://111.225.94.238:33333/hls/31/index.m3u8
浙江卫视,http://121.24.98.5:8090/hls/79/index.m3u8
浙江卫视,http://123.183.76.21:808/hls/28/index.m3u8
浙江卫视,http://171.13.119.47:808/hls/61/index.m3u8
浙江卫视,http://222.89.28.102:808/hls/61/index.m3u8
浙江卫视,http://61.52.157.201:808/hls/31/index.m3u8
中国交通,http://121.24.98.5:8090/hls/76/index.m3u8
中华美食,http://121.24.98.5:8090/hls/73/index.m3u8
中学生,http://121.24.98.5:8090/hls/24/index.m3u8
